Address,Rooms,Floor,Square,Price,Day,Month,Year
הרי גולן 9,4.0,8,87.0,1540000.0,6,5,2020
נחל לכיש 25,5.0,1,121.0,2350000.0,24,3,2020
כנרת 104,6.0,7,144.0,2400000.0,23,3,2020
נחל לכיש 11,4.0,6,71.0,1610000.0,12,3,2020
כנרת 39,3.5,3,74.0,1550000.0,12,3,2020
הר כנען 2,3.0,8,84.0,1440000.0,12,3,2020
כנרת 1,4.0,1,85.0,1380000.0,11,3,2020
נחל לכיש 45,5.5,7,135.0,1840000.0,9,3,2020
קישון 13,4.0,5,85.0,1250000.0,8,3,2020
מצדה 106,5.0,7,126.0,2000000.0,27,2,2020
הרי גולן 7,3.0,6,67.0,1350000.0,25,2,2020
נחל לכיש 5,3.0,5,55.0,1330000.0,20,2,2020
קדרון 16,4.0,2,95.0,1710000.0,17,2,2020
נחל לכיש 5,3.0,5,56.0,1430000.0,13,2,2020
מצדה 84,3.0,2,67.0,1350000.0,11,2,2020
הרי גולן 3,3.0,1,67.0,1340000.0,11,2,2020
נחל שניר 21,5.0,6,98.0,1790000.0,10,2,2020
נחל לכיש 23,5.0,2,123.0,2360000.0,5,2,2020
מצדה 92,6.0,1,160.0,2185000.0,5,2,2020
קדרון 14,3.0,7,69.0,1450000.0,3,2,2020
נחל שניר 15,3.0,4,63.0,700000.0,2,2,2020
שומרון 8,4.0,2,82.0,1480000.0,23,1,2020
מצדה 101,3.0,5,65.0,1400000.0,21,1,2020
כנרת 45,4.0,5,117.0,1540000.0,19,1,2020
נחל לכיש 11,4.0,8,71.0,1550000.0,8,1,2020
נחל לכיש 38,5.0,2,135.0,1800000.0,7,1,2020
שומרון 3,3.0,4,65.0,1310000.0,29,12,2019
מצדה 95,4.0,4,82.0,1500000.0,20,12,2019
שומרון 3,3.0,7,66.0,1285000.0,18,12,2019
נחל לכיש 11,4.0,5,71.0,1520000.0,17,12,2019
נחל לכיש 31,4.0,7,125.0,1720000.0,17,12,2019
חרמון 10,3.0,2,72.0,1410000.0,16,12,2019
קדרון 14,3.0,3,69.0,1245000.0,11,12,2019
חרמון 10,3.0,1,73.0,1400000.0,11,12,2019
קדרון 12,4.0,8,90.0,1490000.0,10,12,2019
נחל לכיש 34,5.0,0,129.0,2725000.0,10,12,2019
כנרת 47,4.5,2,138.0,1700000.0,5,12,2019
נחל לכיש 11,5.0,9,108.0,2600000.0,4,12,2019
נחל לכיש 43,3.0,4,86.0,1564000.0,3,12,2019
ירמוך 6,5.0,2,104.0,1830000.0,3,12,2019
הר כנען 16,3.5,1,66.0,1300000.0,28,11,2019
נחל לכיש 43,3.0,7,80.0,1550000.0,26,11,2019
חרמון 4,5.5,5,138.0,2400000.0,25,11,2019
נעמן 1,4.0,5,87.0,1508000.0,20,11,2019
נעמן 1,4.0,1,87.0,1200000.0,18,11,2019
מצדה 111,5.0,7,132.0,1680000.0,14,11,2019
מצדה 106,4.0,5,75.0,1500000.0,11,11,2019
הרי גולן 3,4.0,7,78.0,1400000.0,6,11,2019
שומרון 5,4.0,1,96.0,1640000.0,6,11,2019
כנרת 104,5.0,4,115.0,1680000.0,6,11,2019
נחל לכיש 9,3.0,7,62.0,1500000.0,4,11,2019
קדרון 10,6.0,4,130.0,2010000.0,3,11,2019
קישון 17,4.0,4,85.0,1300000.0,31,10,2019
מצדה 94,5.5,1,141.0,2070000.0,31,10,2019
הר כנען 4,3.0,8,74.0,1400000.0,28,10,2019
נעמן 7,4.0,1,113.0,1650000.0,6,10,2019
נחל לכיש 29,4.0,6,109.0,1900000.0,6,10,2019
כנרת 96,5.0,1,124.0,1680000.0,3,10,2019
נחל לכיש 27,4.0,2,95.0,1600000.0,26,9,2019
נחל לכיש 9,3.0,8,62.0,1533000.0,24,9,2019
מצדה 93,4.0,2,83.0,1530000.0,24,9,2019
נחל שניר 21,4.0,1,87.0,1705000.0,14,9,2019
חרמון 10,4.0,4,92.0,1630000.0,12,9,2019
קישון 11,4.0,4,85.0,1600000.0,11,9,2019
הרי גולן 9,3.5,2,78.0,1520000.0,11,9,2019
קישון 13,4.0,7,85.0,1400000.0,8,9,2019
כנרת 41,4.0,4,83.0,1555000.0,5,9,2019
כנרת 72,4.0,6,79.0,1500000.0,12,8,2019
ירמוך 6,4.0,2,83.0,1550000.0,12,8,2019
קדרון 16,3.0,7,69.0,1280000.0,8,8,2019
כנרת 35,4.0,6,81.0,1570000.0,31,7,2019
כנרת 2,5.0,0,121.0,2550000.0,29,7,2019
כנרת 104,4.0,2,95.0,1099000.0,26,7,2019
כנרת 55,4.0,1,92.0,1300000.0,25,7,2019
נעמן 3,4.0,6,93.0,1350000.0,25,7,2019
כנרת 66,3.5,3,66.0,1307000.0,24,7,2019
חרמון 10,4.0,5,95.0,1650000.0,23,7,2019
נחל לכיש 15,4.0,6,105.0,1630000.0,21,7,2019
קדרון 3,4.0,7,79.0,376000.0,16,7,2019
נחל שניר 11,4.0,3,79.0,1400000.0,10,7,2019
חרמון 18,5.0,1,124.0,2000000.0,9,7,2019
הר כנען 2,3.0,4,50.0,1350000.0,3,7,2019
כנרת 1,4.0,7,85.0,1300000.0,26,6,2019
הר כנען 2,3.0,8,84.0,1300000.0,24,6,2019
נחל לכיש 45,4.0,5,101.0,1640000.0,20,6,2019
הרי גולן 9,3.0,3,66.0,1360000.0,19,6,2019
כנרת 66,4.0,2,66.0,1360000.0,19,6,2019
מצדה 84,3.0,3,67.0,1285000.0,17,6,2019
הרי גולן 9,4.0,8,77.0,566000.0,11,6,2019
מצדה 89,4.0,2,96.0,1800000.0,11,6,2019
קדרון 14,3.0,7,69.0,1470000.0,23,5,2019
מצדה 106,4.0,3,75.0,1495000.0,21,5,2019
שומרון 1,3.0,7,79.0,1360000.0,20,5,2019
מצדה 91,4.0,10,92.0,1500000.0,20,5,2019
מצדה 91,4.0,2,91.0,1720000.0,19,5,2019
חרמון 6,5.0,3,120.0,2100000.0,13,5,2019
כנרת 82,5.0,5,141.0,1850000.0,8,5,2019
כנרת 68,4.0,1,79.0,1580000.0,6,5,2019
מצדה 97,4.0,4,80.0,1530000.0,28,4,2019
קדרון 3,4.0,7,79.0,1340000.0,25,4,2019
הרי גולן 17,4.0,9,96.0,1550000.0,18,4,2019
כנרת 63,4.5,2,101.0,1665000.0,16,4,2019
כנרת 58,3.0,3,67.0,1310000.0,16,4,2019
כנרת 77,5.0,1,106.0,1590000.0,16,4,2019
כנרת 1,4.0,2,85.0,1300000.0,11,4,2019
נחל לכיש 3,4.0,2,89.0,1500000.0,10,4,2019
קדרון 16,3.0,3,69.0,1335000.0,3,4,2019
נחל לכיש 33,4.0,5,125.0,1500000.0,3,4,2019
הר כנען 2,3.0,1,82.0,1350000.0,2,4,2019
כנרת 58,3.0,2,67.0,1250000.0,27,3,2019
נחל לכיש 34,4.0,4,121.0,1995000.0,25,3,2019
ירמוך 6,4.0,1,74.0,1550000.0,18,3,2019
קישון 15,4.0,2,85.0,1400000.0,17,3,2019
כנרת 68,4.0,5,79.0,1640000.0,13,3,2019
מצדה 93,4.0,6,83.0,1620000.0,7,3,2019
שומרון 3,3.0,2,65.0,1295000.0,17,2,2019
נחל לכיש 9,3.0,7,62.0,1420000.0,10,2,2019
כנרת 59,4.5,5,101.0,1680000.0,7,2,2019
כנרת 13,4.0,1,114.0,1764000.0,7,2,2019
כנרת 104,5.0,5,115.0,1650000.0,24,1,2019
נחל שניר 11,3.0,1,63.0,1350000.0,15,1,2019
מצדה 84,3.0,3,67.0,1295000.0,9,1,2019
נחל לכיש 11,4.0,4,93.0,1620000.0,1,1,2019
הרי גולן 15,3.0,8,77.0,1390000.0,28,12,2018
מצדה 101,3.0,5,65.0,1350000.0,26,12,2018
נחל לכיש 33,4.0,3,122.0,1630000.0,25,12,2018
נחל לכיש 23,4.0,8,94.0,1600000.0,23,12,2018
כנרת 45,4.0,2,110.0,1550000.0,23,12,2018
כנרת 53,5.0,1,116.0,1590000.0,17,12,2018
מצדה 99,4.0,1,72.0,1550000.0,16,12,2018
נחל לכיש 9,3.0,6,62.0,1400000.0,16,12,2018
כנרת 68,4.0,7,79.0,1540000.0,4,12,2018
נחל שניר 7,3.0,7,79.0,1534000.0,28,11,2018
נחל שניר 15,3.0,2,63.0,1340000.0,28,11,2018
שומרון 5,4.0,7,103.0,1690000.0,23,11,2018
נחל לכיש 11,4.0,4,93.0,1580000.0,22,11,2018
כנרת 94,5.0,3,148.0,2015000.0,22,11,2018
חרמון 10,4.0,1,95.0,1530000.0,22,11,2018
כנרת 77,4.0,7,82.0,1600000.0,19,11,2018
מצדה 106,4.0,3,79.0,1485000.0,14,11,2018
כנרת 118,5.0,1,146.0,1500000.0,14,11,2018
כנרת 63,4.0,9,101.0,1550000.0,12,11,2018
נחל שניר 7,3.0,7,79.0,1460000.0,7,11,2018
חרמון 10,3.0,1,74.0,1485000.0,4,11,2018
מצדה 97,4.0,1,80.0,1450000.0,4,11,2018
קדרון 14,3.0,1,69.0,1525000.0,4,11,2018
נחל הליטני 5,4.5,0,122.0,2965000.0,1,11,2018
מצדה 97,4.0,6,80.0,1620000.0,31,10,2018
קדרון 16,3.0,2,69.0,1310000.0,21,10,2018
נחל שניר 15,4.0,2,79.0,1450000.0,15,10,2018
קדרון 16,4.0,3,90.0,1650000.0,23,9,2018
נחל לכיש 31,6.0,9,165.0,3200000.0,20,9,2018
כנרת 63,4.0,5,93.0,1555000.0,13,9,2018
כנרת 53,4.0,9,96.0,1450000.0,12,9,2018
נחל לכיש 23,4.0,6,94.0,1850000.0,5,9,2018
מצדה 92,5.0,2,148.0,1900000.0,5,9,2018
כנרת 41,4.0,8,83.0,1402000.0,4,9,2018
הר כנען 4,3.0,10,60.0,1315000.0,3,9,2018
נחל לכיש 25,4.0,3,121.0,1890000.0,3,9,2018
נחל שניר 21,4.0,7,105.0,1750000.0,29,8,2018
נחל לכיש 11,4.0,4,71.0,1450000.0,27,8,2018
מצדה 95,4.0,1,81.0,1560000.0,26,8,2018
כנרת 66,3.5,3,66.0,1310000.0,22,8,2018
נחל לכיש 23,4.0,2,94.0,1800000.0,16,8,2018
נחל שניר 10,5.0,5,155.0,2300000.0,15,8,2018
נחל שניר 15,3.0,6,63.0,1350000.0,9,8,2018
הר כנען 9,6.0,7,128.0,1700000.0,7,8,2018
מצדה 93,4.0,3,83.0,1450000.0,5,8,2018
ירמוך 6,4.0,7,74.0,1530000.0,2,8,2018
קישון 17,4.0,1,85.0,1430000.0,2,8,2018
מצדה 97,4.0,1,80.0,1500000.0,1,8,2018
מצדה 93,4.0,6,83.0,1635000.0,1,8,2018
הרי גולן 9,4.0,5,87.0,1480000.0,25,7,2018
הר כנען 5,4.0,7,80.0,1650000.0,23,7,2018
נחל לכיש 5,3.0,4,56.0,1200000.0,23,7,2018
חרמון 4,5.0,5,126.0,2250000.0,18,7,2018
נחל לכיש 11,3.5,6,68.0,1460000.0,18,7,2018
חרמון 6,4.0,4,114.0,1980000.0,16,7,2018
כנרת 58,3.0,2,67.0,1260000.0,13,7,2018
נעמן 3,4.0,3,97.0,1550000.0,13,7,2018
מצדה 84,3.0,1,67.0,1220000.0,11,7,2018
הרי גולן 9,4.0,5,77.0,1455000.0,11,7,2018
קישון 15,4.0,5,85.0,1530000.0,5,7,2018
קישון 5,5.0,1,140.0,1876000.0,5,7,2018
כנרת 53,4.0,3,100.0,1555000.0,28,6,2018
נחל לכיש 27,5.0,2,121.0,1620000.0,26,6,2018
הרי גולן 9,3.5,7,77.0,1100000.0,21,6,2018
הר כנען 2,3.0,10,82.0,1310000.0,21,6,2018
קדרון 14,3.0,4,69.0,1360000.0,18,6,2018
הר כנען 5,3.0,1,62.0,1425000.0,13,6,2018
הר כנען 9,4.0,2,79.0,1570000.0,7,6,2018
קישון 5,5.0,2,130.0,1800000.0,7,6,2018
הר כנען 4,3.0,8,81.0,1230000.0,5,6,2018
כנרת 77,5.0,5,117.0,1940000.0,5,6,2018
כנרת 63,4.0,4,85.0,1404000.0,30,5,2018
נחל שניר 15,3.0,1,63.0,1150000.0,23,5,2018
כנרת 63,5.0,7,106.0,1710000.0,21,5,2018
הר כנען 5,3.0,6,62.0,1390000.0,17,5,2018
מצדה 111,5.0,10,132.0,1900000.0,17,5,2018
הר כנען 16,4.0,3,66.0,1244000.0,16,5,2018
הרי גולן 9,3.0,6,67.0,1200000.0,15,5,2018
נעמן 7,4.0,4,113.0,1530000.0,1,5,2018
מצדה 106,3.5,1,75.0,1520000.0,1,5,2018
נחל לכיש 32,4.0,3,114.0,1755000.0,30,4,2018
קדרון 3,4.0,5,79.0,1250000.0,29,4,2018
כנרת 61,4.0,9,96.0,1050000.0,24,4,2018
נחל לכיש 33,5.0,7,134.0,1800000.0,22,4,2018
נחל לכיש 41,5.0,3,105.0,1845000.0,22,4,2018
קדרון 3,5.0,7,102.0,1600000.0,17,4,2018
קישון 17,4.0,3,85.0,1430000.0,16,4,2018
כנרת 77,5.0,5,132.0,1120000.0,15,4,2018
כנרת 63,4.5,6,101.0,1650000.0,11,4,2018
כנרת 77,6.0,6,123.0,1900000.0,11,4,2018
נחל לכיש 5,4.0,7,75.0,1550000.0,29,3,2018
כנרת 82,5.0,4,131.0,1930000.0,21,3,2018
הר כנען 5,4.0,4,80.0,1555000.0,21,3,2018
כנרת 104,5.0,2,112.0,1690000.0,13,3,2018
כנרת 35,4.0,2,91.0,1575000.0,8,3,2018
הר כנען 4,3.0,6,80.0,1400000.0,7,3,2018
הרי גולן 9,4.0,2,77.0,1485000.0,5,3,2018
חרמון 16,5.0,2,124.0,1900000.0,27,2,2018
כנרת 61,5.0,7,113.0,1880000.0,26,2,2018
קדרון 3,4.0,2,79.0,1573000.0,25,2,2018
נחל לכיש 47,4.0,6,90.0,1550000.0,25,2,2018
כנרת 41,4.0,1,83.0,1420000.0,21,2,2018
הרי גולן 15,3.0,3,66.0,1028000.0,15,2,2018
נחל לכיש 25,4.0,10,108.0,1770000.0,14,2,2018
שומרון 3,3.0,6,65.0,1050000.0,13,2,2018
הרי גולן 3,3.5,3,78.0,1320000.0,13,2,2018
כנרת 39,4.0,2,90.0,1450000.0,6,2,2018
כנרת 15,4.0,4,105.0,2300000.0,29,1,2018
מצדה 97,4.0,1,78.0,1450000.0,26,1,2018
נחל לכיש 47,4.5,5,88.0,1600000.0,15,1,2018
הר כנען 4,3.0,10,60.0,1330000.0,11,1,2018
כנרת 68,4.0,5,75.0,1340000.0,9,1,2018
נחל לכיש 33,4.0,7,120.0,1860000.0,5,1,2018
ירמוך 6,5.0,5,104.0,1935000.0,10,12,2017
ירמוך 10,4.0,1,83.0,1430000.0,7,12,2017
